"","quadrat","values","site","trait"
"518","M38",0.285116342376136,"WFDP","fdis_func"
"519","M39",0.30434191441102,"WFDP","fdis_func"
"520","M40",0.254816924155552,"WFDP","fdis_func"
"521","N01",0.19905458284114,"WFDP","fdis_func"
"522","N02",0.286774214450527,"WFDP","fdis_func"
"523","N03",0.26642746359796,"WFDP","fdis_func"
"524","N04",0.293494061436851,"WFDP","fdis_func"
"525","N05",0.286830159129341,"WFDP","fdis_func"
"526","N06",0.293172436044229,"WFDP","fdis_func"
"527","N07",0.139944464011499,"WFDP","fdis_func"
"528","N08",0.285164027819705,"WFDP","fdis_func"
"529","N09",0.263038782070821,"WFDP","fdis_func"
"530","N10",0.290011926189326,"WFDP","fdis_func"
"531","N11",0.197064290202683,"WFDP","fdis_func"
"532","N12",0.200482232308059,"WFDP","fdis_func"
"533","N13",0.293149450384474,"WFDP","fdis_func"
"534","N14",0.29707094925684,"WFDP","fdis_func"
"535","N15",0.197486807013832,"WFDP","fdis_func"
"536","N16",0.275966295687801,"WFDP","fdis_func"
"537","N17",0.216046451543025,"WFDP","fdis_func"
"538","N18",0.291344880710993,"WFDP","fdis_func"
"539","N19",0.257401128407459,"WFDP","fdis_func"
"540","N20",0.218638054210883,"WFDP","fdis_func"
"541","N21",0.154706450368156,"WFDP","fdis_func"
"542","N22",0.251023725283207,"WFDP","fdis_func"
"543","N23",0.218797609695621,"WFDP","fdis_func"
"544","N24",0.236676188268825,"WFDP","fdis_func"
"545","N25",0.14320517092141,"WFDP","fdis_func"
"546","N26",0.224349547317167,"WFDP","fdis_func"
"547","N27",0.223535987288832,"WFDP","fdis_func"
"548","N28",0.219451545674224,"WFDP","fdis_func"
"549","N29",0.303566210281486,"WFDP","fdis_func"
"550","N30",0.306845647525678,"WFDP","fdis_func"
"551","N31",0.299541819721229,"WFDP","fdis_func"
"552","N32",0.286509235994402,"WFDP","fdis_func"
"553","N33",0.276175671611646,"WFDP","fdis_func"
"554","N34",0.270932087491239,"WFDP","fdis_func"
"555","N35",0.297795962858375,"WFDP","fdis_func"
"556","N36",0.286840107257022,"WFDP","fdis_func"
"557","N37",0.292390800097139,"WFDP","fdis_func"
"558","N38",0.258693380043158,"WFDP","fdis_func"
"559","N39",0.283326594518936,"WFDP","fdis_func"
"560","N40",0.288097607591971,"WFDP","fdis_func"
"561","O01",0.198173540590119,"WFDP","fdis_func"
"562","O02",0.262603317299195,"WFDP","fdis_func"
"563","O03",0.262065736346082,"WFDP","fdis_func"
"564","O04",0.217430324422863,"WFDP","fdis_func"
"565","O05",0.291576204243478,"WFDP","fdis_func"
"566","O06",0.283057564325684,"WFDP","fdis_func"
"567","O07",0.194768001112394,"WFDP","fdis_func"
"568","O08",0.252736524004076,"WFDP","fdis_func"
"569","O09",0.2651693149053,"WFDP","fdis_func"
"570","O10",0.24614367632315,"WFDP","fdis_func"
"571","O11",0.2950036969938,"WFDP","fdis_func"
"572","O12",0.280034346402583,"WFDP","fdis_func"
"573","O13",0.285302470431346,"WFDP","fdis_func"
"574","O14",0.275283672950267,"WFDP","fdis_func"
"575","O15",0.293281249367771,"WFDP","fdis_func"
"576","O16",0.0158701604037647,"WFDP","fdis_func"
"577","O17",0.28973303431335,"WFDP","fdis_func"
"578","O18",0.204279795161623,"WFDP","fdis_func"
"579","O19",0.279599957189505,"WFDP","fdis_func"
"580","O20",0.221074898475395,"WFDP","fdis_func"
"581","O21",0.23747739853695,"WFDP","fdis_func"
"582","O22",0.1902579487047,"WFDP","fdis_func"
"583","O23",0.233737602079246,"WFDP","fdis_func"
"584","O24",0.253563993168242,"WFDP","fdis_func"
"585","O25",0.168841104029566,"WFDP","fdis_func"
"586","O26",0.214093840715593,"WFDP","fdis_func"
"587","O27",0.163479246573123,"WFDP","fdis_func"
"588","O28",0.244758162450639,"WFDP","fdis_func"
"589","O29",0.259095048279405,"WFDP","fdis_func"
"590","O30",0.277457716806139,"WFDP","fdis_func"
"591","O31",0.265264079870727,"WFDP","fdis_func"
"592","O32",0.297100026947714,"WFDP","fdis_func"
"593","O33",0.308750820053569,"WFDP","fdis_func"
"594","O34",0.256229346737765,"WFDP","fdis_func"
"595","O35",0.288636797107233,"WFDP","fdis_func"
"596","O36",0.291915757360055,"WFDP","fdis_func"
"597","O37",0.291646737245968,"WFDP","fdis_func"
"598","O38",0.242185299558417,"WFDP","fdis_func"
"599","O39",0.302088547547439,"WFDP","fdis_func"
"600","O40",0.283615616450784,"WFDP","fdis_func"
"601","P01",0.159775909138475,"WFDP","fdis_func"
"602","P02",0.181852204710893,"WFDP","fdis_func"
"603","P03",0.132307087124454,"WFDP","fdis_func"
"604","P04",0.280638553135003,"WFDP","fdis_func"
"605","P05",0.28006911305938,"WFDP","fdis_func"
"606","P06",0.236637695516295,"WFDP","fdis_func"
"607","P07",0.283554784438239,"WFDP","fdis_func"
"608","P08",0.19429552524269,"WFDP","fdis_func"
"609","P09",0.222406137952107,"WFDP","fdis_func"
"610","P10",0.275664728521481,"WFDP","fdis_func"
"611","P11",0.269489464441185,"WFDP","fdis_func"
"612","P12",0.289725212352996,"WFDP","fdis_func"
"613","P13",0.289645220888067,"WFDP","fdis_func"
"614","P14",0.269767302440206,"WFDP","fdis_func"
"615","P15",0.213957583404676,"WFDP","fdis_func"
"616","P16",0.248323598319077,"WFDP","fdis_func"
"617","P17",0.292360668319188,"WFDP","fdis_func"
"618","P18",0.148165590494125,"WFDP","fdis_func"
"619","P19",0.124407679084369,"WFDP","fdis_func"
"620","P20",0.272599036597732,"WFDP","fdis_func"
"621","P21",0.163727699137215,"WFDP","fdis_func"
"622","P22",0.164014582796835,"WFDP","fdis_func"
"623","P23",0.168989926454133,"WFDP","fdis_func"
"624","P24",0.283178837667839,"WFDP","fdis_func"
"625","P25",0.275125876212375,"WFDP","fdis_func"
"626","P26",0.274410019969914,"WFDP","fdis_func"
"627","P27",0.200164899588623,"WFDP","fdis_func"
"628","P28",0.232989241918828,"WFDP","fdis_func"
"629","P29",0.289188644694459,"WFDP","fdis_func"
"630","P30",0.294377942163621,"WFDP","fdis_func"
"631","P31",0.275579955818666,"WFDP","fdis_func"
"632","P32",0.204332287895121,"WFDP","fdis_func"
"633","P33",0.273543002917893,"WFDP","fdis_func"
"634","P34",0.293602479994136,"WFDP","fdis_func"
"635","P35",0.239829971157361,"WFDP","fdis_func"
"636","P36",0.286516775948799,"WFDP","fdis_func"
"637","P37",0.26521522038332,"WFDP","fdis_func"
"638","P38",0.298093003540469,"WFDP","fdis_func"
"639","P39",0.259777762801055,"WFDP","fdis_func"
"640","P40",0.278469601019067,"WFDP","fdis_func"
"641","1897",0.162625965098967,"TRCP","fdis_func"
"642","1898",0.192305939770701,"TRCP","fdis_func"
"643","1899",0.198497841675427,"TRCP","fdis_func"
"644","1900",0.19310406836465,"TRCP","fdis_func"
"645","1901",0.171286739294496,"TRCP","fdis_func"
"646","1902",0.173537875708197,"TRCP","fdis_func"
"647","1903",0.0990668315039591,"TRCP","fdis_func"
"648","1904",0.0958405249928578,"TRCP","fdis_func"
"649","1905",0.144456020472478,"TRCP","fdis_func"
"650","1906",0.117806978567133,"TRCP","fdis_func"
"651","1907",0.140845574976981,"TRCP","fdis_func"
"652","1908",0.116799104966865,"TRCP","fdis_func"
"653","1909",0.111049039798709,"TRCP","fdis_func"
"654","1910",0.134105260236481,"TRCP","fdis_func"
"655","1911",0.0869347766000568,"TRCP","fdis_func"
"656","1912",0.110465165437556,"TRCP","fdis_func"
"657","1913",0.111372419697977,"TRCP","fdis_func"
"658","1914",0.200546292463557,"TRCP","fdis_func"
"659","1915",0.185668485800028,"TRCP","fdis_func"
"660","1916",0.177935281511475,"TRCP","fdis_func"
"661","1917",0.13519754817056,"TRCP","fdis_func"
"662","1997",0.166979931169438,"TRCP","fdis_func"
"663","1998",0.187361480760777,"TRCP","fdis_func"
"664","1999",0.192768980955576,"TRCP","fdis_func"
"665","2000",0.143850495710635,"TRCP","fdis_func"
"666","2001",0.157105358469583,"TRCP","fdis_func"
"667","2002",0.120127195867905,"TRCP","fdis_func"
"668","2003",0.0669665998282409,"TRCP","fdis_func"
"669","2004",0.0644861903333295,"TRCP","fdis_func"
"670","2005",0.133642061408843,"TRCP","fdis_func"
"671","2006",0.110018363372513,"TRCP","fdis_func"
"672","2007",0.0964495970058883,"TRCP","fdis_func"
"673","2008",0.136916347490585,"TRCP","fdis_func"
"674","2009",0.124276511522806,"TRCP","fdis_func"
"675","2010",0.201110711641337,"TRCP","fdis_func"
"676","2011",0.195556321638987,"TRCP","fdis_func"
"677","2012",0.0900469335773089,"TRCP","fdis_func"
"678","2013",0.0674876397145945,"TRCP","fdis_func"
"679","2014",0.109987330783785,"TRCP","fdis_func"
"680","2015",0.18287453902224,"TRCP","fdis_func"
"681","2016",0.192746040642967,"TRCP","fdis_func"
"682","2017",0.19796223462374,"TRCP","fdis_func"
"683","2097",0.204289260106343,"TRCP","fdis_func"
"684","2098",0.0995843903653378,"TRCP","fdis_func"
"685","2099",0.0848800292849123,"TRCP","fdis_func"
"686","2100",0.0753860078500802,"TRCP","fdis_func"
"687","2101",0.104221007148972,"TRCP","fdis_func"
"688","2102",0.175016023989038,"TRCP","fdis_func"
"689","2103",0.126276803661065,"TRCP","fdis_func"
"690","2104",0.120560107871093,"TRCP","fdis_func"
"691","2105",0.138378246624158,"TRCP","fdis_func"
"692","2106",0.113344337727164,"TRCP","fdis_func"
"693","2107",0.141756061124217,"TRCP","fdis_func"
"694","2108",0.184520727888726,"TRCP","fdis_func"
"695","2109",0.144438207386991,"TRCP","fdis_func"
"696","2110",0.121639099887159,"TRCP","fdis_func"
"697","2111",0.129395216310901,"TRCP","fdis_func"
"698","2112",0.0609483019987886,"TRCP","fdis_func"
"699","2113",0.0511964315461493,"TRCP","fdis_func"
"700","2114",0.0572164822808899,"TRCP","fdis_func"
"701","2115",0.183275411342827,"TRCP","fdis_func"
"702","2116",0.170776338103955,"TRCP","fdis_func"
"703","2117",0.145153235038568,"TRCP","fdis_func"
"704","2197",0.164691345427329,"TRCP","fdis_func"
"705","2198",0.134045678336939,"TRCP","fdis_func"
"706","2199",0.0910755112853774,"TRCP","fdis_func"
"707","2200",0.103614248515663,"TRCP","fdis_func"
"708","2201",0.136989899360476,"TRCP","fdis_func"
"709","2202",0.194074261945466,"TRCP","fdis_func"
"710","2203",0.137674099844686,"TRCP","fdis_func"
"711","2204",0.148906858773823,"TRCP","fdis_func"
"712","2205",0.171632283734591,"TRCP","fdis_func"
"713","2206",0.178389184842206,"TRCP","fdis_func"
"714","2207",0.158305193131551,"TRCP","fdis_func"
"715","2208",0.179995397274798,"TRCP","fdis_func"
"716","2209",0.173447653368882,"TRCP","fdis_func"
"717","2210",0.171155360644832,"TRCP","fdis_func"
"718","2211",0.201457686373317,"TRCP","fdis_func"
"719","2212",0.119569436925475,"TRCP","fdis_func"
"720","2213",0.135606335369122,"TRCP","fdis_func"
"721","2214",0.0944260087033394,"TRCP","fdis_func"
"722","2215",0.110115078759783,"TRCP","fdis_func"
"723","2216",0.147312621862197,"TRCP","fdis_func"
"724","2217",0.152480947676176,"TRCP","fdis_func"
"725","2296",0,"TRCP","fdis_func"
"726","2297",0.11589042367651,"TRCP","fdis_func"
"727","2298",0.122022874732844,"TRCP","fdis_func"
"728","2299",0.1003648299141,"TRCP","fdis_func"
"729","2300",0.13439000581217,"TRCP","fdis_func"
"730","2301",0.14876251497562,"TRCP","fdis_func"
"731","2302",0.136278561120329,"TRCP","fdis_func"
"732","2303",0.192924503385401,"TRCP","fdis_func"
"733","2304",0.16910735673719,"TRCP","fdis_func"
"734","2305",0.188126378268383,"TRCP","fdis_func"
"735","2306",0.174842208465637,"TRCP","fdis_func"
"736","2307",0.189773916905505,"TRCP","fdis_func"
"737","2308",0.158640182268014,"TRCP","fdis_func"
"738","2309",0.183268955882259,"TRCP","fdis_func"
"739","2310",0.18870242573528,"TRCP","fdis_func"
"740","2311",0.13839989502873,"TRCP","fdis_func"
"741","2312",0.206870804998574,"TRCP","fdis_func"
"742","2313",0.203935339741033,"TRCP","fdis_func"
"743","2314",0.142766160143559,"TRCP","fdis_func"
"744","2315",0.123383317696744,"TRCP","fdis_func"
"745","2316",0.105462817472168,"TRCP","fdis_func"
"746","2317",0.116527817335251,"TRCP","fdis_func"
"747","2396",0,"TRCP","fdis_func"
"748","2397",0.145154226466779,"TRCP","fdis_func"
"749","2398",0.15800003863415,"TRCP","fdis_func"
"750","2399",0.163230724520869,"TRCP","fdis_func"
"751","2400",0.153994753319061,"TRCP","fdis_func"
"752","2401",0.145517705443307,"TRCP","fdis_func"
"753","2402",0.175953894847806,"TRCP","fdis_func"
"754","2403",0.193462279752962,"TRCP","fdis_func"
"755","2404",0.167642891332741,"TRCP","fdis_func"
"756","2405",0.191371872343811,"TRCP","fdis_func"
"757","2406",0.186008781010177,"TRCP","fdis_func"
"758","2407",0.206963056078045,"TRCP","fdis_func"
"759","2408",0.191681558933816,"TRCP","fdis_func"
"760","2409",0.193123883864976,"TRCP","fdis_func"
"761","2410",0.162840062752527,"TRCP","fdis_func"
"762","2411",0.142016319221652,"TRCP","fdis_func"
"763","2412",0.187959822957701,"TRCP","fdis_func"
"764","2413",0.201785617236005,"TRCP","fdis_func"
"765","2414",0.148943166000045,"TRCP","fdis_func"
"766","2415",0.159994965889961,"TRCP","fdis_func"
"767","2416",0.121975586254977,"TRCP","fdis_func"
"768","2417",0.0939184000373001,"TRCP","fdis_func"
"769","2497",0.163119329877087,"TRCP","fdis_func"
"770","2498",0.168217724326475,"TRCP","fdis_func"
"771","2499",0.199561703186642,"TRCP","fdis_func"
"772","2500",0.169166904642985,"TRCP","fdis_func"
"773","2501",0.183239714692152,"TRCP","fdis_func"
"774","2502",0.112830242309455,"TRCP","fdis_func"
"775","2503",0.0972160207953804,"TRCP","fdis_func"
"776","2504",0.125635667622471,"TRCP","fdis_func"
"777","2505",0.20508257049971,"TRCP","fdis_func"
"778","2506",0.182123244149451,"TRCP","fdis_func"
"779","2507",0.201271856975477,"TRCP","fdis_func"
"780","2508",0.193644178682858,"TRCP","fdis_func"
"781","2509",0.200042475466968,"TRCP","fdis_func"
"782","2510",0.174162781903217,"TRCP","fdis_func"
"783","2511",0.18069187881022,"TRCP","fdis_func"
"784","2512",0.160405266266881,"TRCP","fdis_func"
"785","2513",0.182866586299413,"TRCP","fdis_func"
"786","2514",0.225526615138817,"TRCP","fdis_func"
"787","2515",0.194079123534064,"TRCP","fdis_func"
"788","2516",0.134511926200185,"TRCP","fdis_func"
"789","2517",0.116124808824777,"TRCP","fdis_func"
"790","2597",0.188164948897816,"TRCP","fdis_func"
"791","2598",0.137167587085906,"TRCP","fdis_func"
"792","2599",0.190803550718945,"TRCP","fdis_func"
"793","2600",0.198921964797396,"TRCP","fdis_func"
"794","2601",0.13900645892939,"TRCP","fdis_func"
"795","2602",0.162889918752415,"TRCP","fdis_func"
"796","2603",0.156976087036955,"TRCP","fdis_func"
"797","2604",0.140668146079875,"TRCP","fdis_func"
"798","2605",0.0857122622794231,"TRCP","fdis_func"
"799","2606",0.136990694145574,"TRCP","fdis_func"
"800","2607",0.186900444280355,"TRCP","fdis_func"
"801","2608",0.192644461802919,"TRCP","fdis_func"
"802","2609",0.19479584839058,"TRCP","fdis_func"
"803","2610",0.175037418872366,"TRCP","fdis_func"
"804","2611",0.181039155194874,"TRCP","fdis_func"
"805","2612",0.154817471688652,"TRCP","fdis_func"
"806","2613",0.169236791509954,"TRCP","fdis_func"
"807","2614",0.0901151708149611,"TRCP","fdis_func"
"808","2615",0.199530261583588,"TRCP","fdis_func"
"809","2616",0.197813078786762,"TRCP","fdis_func"
"810","2617",0.152759894151774,"TRCP","fdis_func"
"811","2697",0.209729963350129,"TRCP","fdis_func"
"812","2698",0.194817097847293,"TRCP","fdis_func"
"813","2699",0.173264892141651,"TRCP","fdis_func"
"814","2700",0.184478778523843,"TRCP","fdis_func"
"815","2701",0.177433431258029,"TRCP","fdis_func"
"816","2702",0.17257451930387,"TRCP","fdis_func"
"817","2703",0.197813382355349,"TRCP","fdis_func"
"818","2704",0.20487726010092,"TRCP","fdis_func"
"819","2705",0.21339885811801,"TRCP","fdis_func"
"820","2706",0.186002704431049,"TRCP","fdis_func"
"821","2707",0.215055230175304,"TRCP","fdis_func"
"822","2708",0.194913667053952,"TRCP","fdis_func"
"823","2709",0.188353048758104,"TRCP","fdis_func"
"824","2710",0.164190003329983,"TRCP","fdis_func"
"825","2711",0.147854905057755,"TRCP","fdis_func"
"826","2712",0.138518613189065,"TRCP","fdis_func"
"827","2713",0.167184195824648,"TRCP","fdis_func"
"828","2714",0.140783912585974,"TRCP","fdis_func"
"829","2715",0.179203135736218,"TRCP","fdis_func"
"830","2716",0.115183561990272,"TRCP","fdis_func"
"831","2717",0.143820224819932,"TRCP","fdis_func"
"832","2797",0.202666232596192,"TRCP","fdis_func"
"833","2798",0.207081366219564,"TRCP","fdis_func"
"834","2799",0.196358311542314,"TRCP","fdis_func"
"835","2800",0.201701316865059,"TRCP","fdis_func"
"836","2801",0.193066687459933,"TRCP","fdis_func"
"837","2802",0.203801883390858,"TRCP","fdis_func"
"838","2803",0.182131063208461,"TRCP","fdis_func"
"839","2804",0.208258732917053,"TRCP","fdis_func"
"840","2805",0.191793728829867,"TRCP","fdis_func"
"841","2806",0.170789010772435,"TRCP","fdis_func"
"842","2807",0.184934186508053,"TRCP","fdis_func"
"843","2808",0.164303378090057,"TRCP","fdis_func"
"844","2809",0.134196135144894,"TRCP","fdis_func"
"845","2810",0.1378171934022,"TRCP","fdis_func"
"846","2811",0.161709902520466,"TRCP","fdis_func"
"847","2812",0.148969317502771,"TRCP","fdis_func"
"848","2813",0.156799433237212,"TRCP","fdis_func"
"849","2814",0.0854112330471037,"TRCP","fdis_func"
"850","2815",0.0881711878600868,"TRCP","fdis_func"
"851","2816",0.121306095029322,"TRCP","fdis_func"
"852","2817",0.146824362157684,"TRCP","fdis_func"
"853","2897",0.200456619346059,"TRCP","fdis_func"
"854","2898",0.202012879617336,"TRCP","fdis_func"
"855","2899",0.170958870691273,"TRCP","fdis_func"
"856","2900",0.178820114613449,"TRCP","fdis_func"
"857","2901",0.198830177221851,"TRCP","fdis_func"
"858","2902",0.193313061778721,"TRCP","fdis_func"
"859","2903",0.192994668675448,"TRCP","fdis_func"
"860","2904",0.181580907883479,"TRCP","fdis_func"
"861","2905",0.179099384878437,"TRCP","fdis_func"
"862","2906",0.187408364065079,"TRCP","fdis_func"
"863","2907",0.137497464370575,"TRCP","fdis_func"
"864","2908",0.12154532765767,"TRCP","fdis_func"
"865","2909",0.128797282452558,"TRCP","fdis_func"
"866","2910",0.141079318538467,"TRCP","fdis_func"
"867","2911",0.181575125876566,"TRCP","fdis_func"
"868","2912",0.198172186807077,"TRCP","fdis_func"
"869","2913",0.151603977514472,"TRCP","fdis_func"
"870","2914",0.138130150328648,"TRCP","fdis_func"
"871","2915",0.119396391935482,"TRCP","fdis_func"
"872","2916",0.190037222992989,"TRCP","fdis_func"
"873","2917",0.138164260968244,"TRCP","fdis_func"
"874","2997",0.110332203468305,"TRCP","fdis_func"
"875","2998",0.189756061045925,"TRCP","fdis_func"
"876","2999",0.194295602543475,"TRCP","fdis_func"
"877","3000",0.186018752188802,"TRCP","fdis_func"
"878","3001",0.189520357827943,"TRCP","fdis_func"
"879","3002",0.197140904631867,"TRCP","fdis_func"
"880","3003",0.165568570829558,"TRCP","fdis_func"
"881","3004",0.167178005235362,"TRCP","fdis_func"
"882","3005",0.159978356519495,"TRCP","fdis_func"
"883","3006",0.128781153950823,"TRCP","fdis_func"
"884","3007",0.0685232114700075,"TRCP","fdis_func"
"885","3008",0.128804889388442,"TRCP","fdis_func"
"886","3009",0.150341155552153,"TRCP","fdis_func"
"887","3010",0.12806340854865,"TRCP","fdis_func"
"888","3011",0.103588867987094,"TRCP","fdis_func"
"889","3012",0.165272317994788,"TRCP","fdis_func"
"890","3013",0.133013435501049,"TRCP","fdis_func"
"891","3014",0.171770491622372,"TRCP","fdis_func"
"892","3015",0.156969630740712,"TRCP","fdis_func"
"893","3016",0.167322471784237,"TRCP","fdis_func"
"894","3017",0.161179474302977,"TRCP","fdis_func"
"895","3097",0.126130798494948,"TRCP","fdis_func"
"896","3098",0.15952951398654,"TRCP","fdis_func"
"897","3099",0.100269028906419,"TRCP","fdis_func"
"898","3100",0.0991867590877067,"TRCP","fdis_func"
"899","3101",0.207791461847821,"TRCP","fdis_func"
"900","3102",0.200011660097372,"TRCP","fdis_func"
"901","3103",0.16213746431989,"TRCP","fdis_func"
"902","3104",0.148261687063998,"TRCP","fdis_func"
"903","3105",0.13856742147796,"TRCP","fdis_func"
"904","3106",0.108912686477737,"TRCP","fdis_func"
"905","3107",0.144394148585202,"TRCP","fdis_func"
"906","3108",0.139453457782179,"TRCP","fdis_func"
"907","3109",0.10990632962587,"TRCP","fdis_func"
"908","3110",0.112206375286132,"TRCP","fdis_func"
"909","3111",0.165370053477597,"TRCP","fdis_func"
"910","3112",0.140534097379201,"TRCP","fdis_func"
"911","3113",0.166658754747372,"TRCP","fdis_func"
"912","3114",0.168079644230117,"TRCP","fdis_func"
"913","3115",0.148960329986978,"TRCP","fdis_func"
"914","3116",0.157566546695484,"TRCP","fdis_func"
"915","3117",0.150345470127665,"TRCP","fdis_func"
"916","3197",0.130106515183378,"TRCP","fdis_func"
"917","3198",0.194889164809038,"TRCP","fdis_func"
"918","3199",0.170693360514099,"TRCP","fdis_func"
"919","3200",0.189926067063578,"TRCP","fdis_func"
"920","3201",0.186966978286582,"TRCP","fdis_func"
"921","3202",0.197109340921886,"TRCP","fdis_func"
"922","3203",0.200270988088174,"TRCP","fdis_func"
"923","3204",0.194045348852982,"TRCP","fdis_func"
"924","3205",0.15919106313149,"TRCP","fdis_func"
"925","3206",0.146703265544971,"TRCP","fdis_func"
"926","3207",0.12279802131497,"TRCP","fdis_func"
"927","3208",0.0726978013369801,"TRCP","fdis_func"
"928","3209",0.0701368523712679,"TRCP","fdis_func"
"929","3210",0.0641793038775823,"TRCP","fdis_func"
"930","3211",0.0845025876465265,"TRCP","fdis_func"
"931","3212",0.120263914594194,"TRCP","fdis_func"
"932","3213",0.16132988617137,"TRCP","fdis_func"
"933","3214",0.183512812707692,"TRCP","fdis_func"
"934","3215",0.17142746623059,"TRCP","fdis_func"
"935","3216",0.173315879305918,"TRCP","fdis_func"
"936","3217",0.190125810014905,"TRCP","fdis_func"
"937","3297",0.174605353960115,"TRCP","fdis_func"
"938","3298",0.111714237685695,"TRCP","fdis_func"
"939","3299",0.182759793888817,"TRCP","fdis_func"
"940","3300",0.202110552046294,"TRCP","fdis_func"
"941","3301",0.199814369504465,"TRCP","fdis_func"
"942","3302",0.193554469990771,"TRCP","fdis_func"
"943","3303",0.187540389498266,"TRCP","fdis_func"
"944","3304",0.157591426933788,"TRCP","fdis_func"
"945","3305",0.133885704158371,"TRCP","fdis_func"
"946","3306",0.0988882999036496,"TRCP","fdis_func"
"947","3307",0.112111666123564,"TRCP","fdis_func"
"948","3308",0.0932387770957738,"TRCP","fdis_func"
"949","3309",0.072309575088468,"TRCP","fdis_func"
"950","3310",0.155883048445178,"TRCP","fdis_func"
"951","3311",0.15969864611171,"TRCP","fdis_func"
"952","3312",0.191373068720665,"TRCP","fdis_func"
"953","3313",0.19090884355688,"TRCP","fdis_func"
"954","3314",0.193223294909486,"TRCP","fdis_func"
"955","3315",0.168537741270154,"TRCP","fdis_func"
"956","3316",0.191125753359653,"TRCP","fdis_func"
"957","3317",0.205784942972438,"TRCP","fdis_func"
"958","3397",0.168350144591871,"TRCP","fdis_func"
"959","3398",0.195712102651222,"TRCP","fdis_func"
"960","3399",0.189700486235018,"TRCP","fdis_func"
"961","3400",0.208529867460183,"TRCP","fdis_func"
"962","3401",0.193077851434158,"TRCP","fdis_func"
"963","3402",0.200728544742915,"TRCP","fdis_func"
"964","3403",0.177307359678154,"TRCP","fdis_func"
"965","3404",0.18885960206239,"TRCP","fdis_func"
"966","3405",0.143998375582623,"TRCP","fdis_func"
"967","3406",0.196358201472732,"TRCP","fdis_func"
"968","3407",0.150961625395229,"TRCP","fdis_func"
"969","3408",0.180237864323241,"TRCP","fdis_func"
"970","3409",0.184029434167901,"TRCP","fdis_func"
"971","3410",0.201446285532728,"TRCP","fdis_func"
"972","3411",0.183001109352701,"TRCP","fdis_func"
"973","3412",0.195759698259819,"TRCP","fdis_func"
"974","3413",0.191253467029311,"TRCP","fdis_func"
"975","3414",0.138543485535387,"TRCP","fdis_func"
"976","3415",0.147252759782618,"TRCP","fdis_func"
"977","3416",0.192443681457823,"TRCP","fdis_func"
"978","3417",0.197008112875396,"TRCP","fdis_func"
"979","3497",0.164310966478749,"TRCP","fdis_func"
"980","3498",0.155797330075766,"TRCP","fdis_func"
"981","3499",0.191819203765657,"TRCP","fdis_func"
"982","3500",0.181161028462135,"TRCP","fdis_func"
"983","3501",0.17464761296998,"TRCP","fdis_func"
"984","3502",0.162686372267913,"TRCP","fdis_func"
"985","3503",0.172191616780664,"TRCP","fdis_func"
"986","3504",0.208157698717527,"TRCP","fdis_func"
"987","3505",0.174466107739025,"TRCP","fdis_func"
"988","3506",0.165147163921457,"TRCP","fdis_func"
"989","3507",0.136957471617661,"TRCP","fdis_func"
"990","3508",0.176411609762374,"TRCP","fdis_func"
"991","3509",0.171650544170498,"TRCP","fdis_func"
"992","3510",0.20294455126164,"TRCP","fdis_func"
"993","3511",0.191986565375008,"TRCP","fdis_func"
"994","3512",0.194377594755979,"TRCP","fdis_func"
"995","3513",0.182917278331704,"TRCP","fdis_func"
"996","3514",0.191192172406931,"TRCP","fdis_func"
"997","3515",0.193631677082437,"TRCP","fdis_func"
"998","3516",0.180275128536439,"TRCP","fdis_func"
"999","3517",0.215420409390884,"TRCP","fdis_func"
"1000","3597",0.183575973169859,"TRCP","fdis_func"
"1001","3598",0.176647415079302,"TRCP","fdis_func"
"1002","3599",0.205113838164927,"TRCP","fdis_func"
"1003","3600",0.190029822742507,"TRCP","fdis_func"
"1004","3601",0.192718447272901,"TRCP","fdis_func"
"1005","3602",0.177597790957582,"TRCP","fdis_func"
"1006","3603",0.171902737793377,"TRCP","fdis_func"
"1007","3604",0.138760402334327,"TRCP","fdis_func"
"1008","3605",0.175053722173386,"TRCP","fdis_func"
"1009","3606",0.140132954677986,"TRCP","fdis_func"
"1010","3607",0.18230954219117,"TRCP","fdis_func"
"1011","3608",0.206211576708344,"TRCP","fdis_func"
"1012","3609",0.188652715706581,"TRCP","fdis_func"
"1013","3610",0.188778089392552,"TRCP","fdis_func"
"1014","3611",0.18268950722423,"TRCP","fdis_func"
"1015","3612",0.204534691671069,"TRCP","fdis_func"
"1016","3613",0.197968306840261,"TRCP","fdis_func"
"1017","3614",0.182711734865857,"TRCP","fdis_func"
"1018","3615",0.162170595027418,"TRCP","fdis_func"
"1019","3616",0.191767320312084,"TRCP","fdis_func"
"1020","3617",0.207430987001366,"TRCP","fdis_func"
"1021","3697",0.180302083029048,"TRCP","fdis_func"
"1022","3698",0.181027077529589,"TRCP","fdis_func"
"1023","3699",0.198612537170447,"TRCP","fdis_func"
"1024","3700",0.185102555380591,"TRCP","fdis_func"
"1025","3701",0.204716883357638,"TRCP","fdis_func"
"1026","3702",0.168484190650756,"TRCP","fdis_func"
"1027","3703",0.177936097722865,"TRCP","fdis_func"
"1028","3704",0.171659317832572,"TRCP","fdis_func"
"1029","3705",0.179523447999901,"TRCP","fdis_func"
"1030","3706",0.170527230452176,"TRCP","fdis_func"
"1031","3707",0.189986337328705,"TRCP","fdis_func"
"1032","3708",0.173183692960288,"TRCP","fdis_func"
"1033","3709",0.182930179010218,"TRCP","fdis_func"
