"site","mean_dis","type","obs"
"TRCP",0.976803622256364,"meta","exp"
"WFDP",0.861602742982286,"meta","exp"
"SERC",0.799269687512812,"meta","exp"
"TRCP",0.948915251047349,"meta","exp"
"WFDP",0.915912482144164,"meta","exp"
"SERC",0.810030712062942,"meta","exp"
"TRCP",0.94587212204038,"meta","exp"
"WFDP",0.874661862115267,"meta","exp"
"SERC",0.832041355022465,"meta","exp"
"TRCP",0.948081376840089,"meta","exp"
"WFDP",0.879211518282007,"meta","exp"
"SERC",0.789851367842866,"meta","exp"
"TRCP",0.924769971106696,"meta","exp"
"WFDP",0.879151038764029,"meta","exp"
"SERC",0.818665433746515,"meta","exp"
"TRCP",0.987079123718792,"meta","exp"
"WFDP",0.844873451551709,"meta","exp"
"SERC",0.802956544613726,"meta","exp"
"TRCP",0.895404782726289,"meta","exp"
"WFDP",0.899980368881944,"meta","exp"
"SERC",0.84900202622282,"meta","exp"
"TRCP",0.992050050831992,"meta","exp"
"WFDP",0.893755223926681,"meta","exp"
"SERC",0.858821047377005,"meta","exp"
"TRCP",0.946074069558538,"meta","exp"
"WFDP",0.873558119497243,"meta","exp"
"SERC",0.825374463544031,"meta","exp"
"TRCP",0.930127140822005,"meta","exp"
"WFDP",0.872683034818786,"meta","exp"
"SERC",0.833896692782366,"meta","exp"
"TRCP",0.942984097891328,"meta","exp"
"WFDP",0.88257410331043,"meta","exp"
"SERC",0.811355133871815,"meta","exp"
"TRCP",0.958542006430597,"meta","exp"
"WFDP",0.876512103006656,"meta","exp"
"SERC",0.841184325123184,"meta","exp"
"TRCP",0.958281498799661,"meta","exp"
"WFDP",0.892280238801743,"meta","exp"
"SERC",0.818871244147136,"meta","exp"
"TRCP",0.91585631529529,"meta","exp"
"WFDP",0.869272731046301,"meta","exp"
"SERC",0.805062364579238,"meta","exp"
"TRCP",0.955425233645174,"meta","exp"
"WFDP",0.899674396330387,"meta","exp"
"SERC",0.835542931822644,"meta","exp"
"TRCP",0.921118173750424,"meta","exp"
"WFDP",0.87041231594261,"meta","exp"
"SERC",0.811419886496229,"meta","exp"
"TRCP",0.96024664925892,"meta","exp"
"WFDP",0.895528103428382,"meta","exp"
"SERC",0.839696553823851,"meta","exp"
"TRCP",0.923704474366064,"meta","exp"
"WFDP",0.891695174487526,"meta","exp"
"SERC",0.824086055705861,"meta","exp"
"TRCP",0.9325992525074,"meta","exp"
"WFDP",0.864135577696887,"meta","exp"
"SERC",0.793480915872883,"meta","exp"
"TRCP",0.952169160065583,"meta","exp"
"WFDP",0.841052375660787,"meta","exp"
"SERC",0.81990631358544,"meta","exp"
"TRCP",0.898397721043818,"meta","exp"
"WFDP",0.860163122254227,"meta","exp"
"SERC",0.846285688663141,"meta","exp"
"TRCP",0.919005988096817,"meta","exp"
"WFDP",0.865441004988221,"meta","exp"
"SERC",0.824556205849018,"meta","exp"
"TRCP",0.972865391565249,"meta","exp"
"WFDP",0.862700686176471,"meta","exp"
"SERC",0.84872527381741,"meta","exp"
"TRCP",0.960187771382719,"meta","exp"
"WFDP",0.879485907292162,"meta","exp"
"SERC",0.858969850155502,"meta","exp"
"TRCP",0.941691024243962,"meta","exp"
"WFDP",0.890758985453142,"meta","exp"
"SERC",0.849494394421629,"meta","exp"
"TRCP",0.936466462463857,"meta","exp"
"WFDP",0.88492545533759,"meta","exp"
"SERC",0.7952235668811,"meta","exp"
"TRCP",0.949154801170557,"meta","exp"
"WFDP",0.891959083355703,"meta","exp"
"SERC",0.813103980658215,"meta","exp"
"TRCP",0.951083765932702,"meta","exp"
"WFDP",0.86853430134932,"meta","exp"
"SERC",0.850103785992949,"meta","exp"
"TRCP",0.929348123689312,"meta","exp"
"WFDP",0.895882301278785,"meta","exp"
"SERC",0.794856258233876,"meta","exp"
"TRCP",0.965445463177776,"meta","exp"
"WFDP",0.869997518713776,"meta","exp"
"SERC",0.852750064138722,"meta","exp"
"TRCP",0.942871822631409,"meta","exp"
"WFDP",0.885647613051632,"meta","exp"
"SERC",0.837528728371902,"meta","exp"
"TRCP",0.960031119326036,"meta","exp"
"WFDP",0.84017754637266,"meta","exp"
"SERC",0.828804846829287,"meta","exp"
"TRCP",0.96523587546251,"meta","exp"
"WFDP",0.864352955095005,"meta","exp"
"SERC",0.750745350143468,"meta","exp"
"TRCP",0.92826280573949,"meta","exp"
"WFDP",0.858832590948081,"meta","exp"
"SERC",0.821035864432615,"meta","exp"
"TRCP",0.945076883887344,"meta","exp"
"WFDP",0.864141291406963,"meta","exp"
"SERC",0.79270887979946,"meta","exp"
"TRCP",0.945067795626038,"meta","exp"
"WFDP",0.885334669892039,"meta","exp"
"SERC",0.798083490208754,"meta","exp"
"TRCP",0.926157139237749,"meta","exp"
"WFDP",0.86783331923082,"meta","exp"
"SERC",0.812565850934686,"meta","exp"
"TRCP",0.929744866837043,"meta","exp"
"WFDP",0.89215448730493,"meta","exp"
"SERC",0.80045256065127,"meta","exp"
"TRCP",0.941812974411622,"meta","exp"
"WFDP",0.874781823975347,"meta","exp"
"SERC",0.777627038256025,"meta","exp"
"TRCP",0.914396482979619,"meta","exp"
"WFDP",0.859855000651055,"meta","exp"
"SERC",0.820572495616084,"meta","exp"
"TRCP",0.935953677182729,"meta","exp"
"WFDP",0.876115733381223,"meta","exp"
"SERC",0.798853551956084,"meta","exp"
"TRCP",0.917739499023147,"meta","exp"
"WFDP",0.925716573827884,"meta","exp"
"SERC",0.843446167748481,"meta","exp"
"TRCP",0.927943772943387,"meta","exp"
"WFDP",0.886657117653104,"meta","exp"
"SERC",0.826086269370689,"meta","exp"
"TRCP",0.914505259458924,"meta","exp"
"WFDP",0.86963425116738,"meta","exp"
"SERC",0.815244907960741,"meta","exp"
"TRCP",0.945244466133893,"meta","exp"
"WFDP",0.863680346135304,"meta","exp"
"SERC",0.825123765537189,"meta","exp"
"TRCP",0.952538332853331,"meta","exp"
"WFDP",0.895548422595267,"meta","exp"
"SERC",0.796903112916467,"meta","exp"
"TRCP",0.936185159756194,"meta","exp"
"WFDP",0.839687302890421,"meta","exp"
"SERC",0.800386764099106,"meta","exp"
"TRCP",0.949972497111773,"meta","exp"
"WFDP",0.884138588026595,"meta","exp"
"SERC",0.806744993833183,"meta","exp"
"TRCP",0.983457527842222,"meta","exp"
"WFDP",0.890883752490969,"meta","exp"
"SERC",0.807839371779121,"meta","exp"
"TRCP",0.953850745949495,"meta","exp"
"WFDP",0.897313279103487,"meta","exp"
"SERC",0.830748971721262,"meta","exp"
"TRCP",0.949713136425729,"meta","exp"
"WFDP",0.90855560297036,"meta","exp"
"SERC",0.803125190167234,"meta","exp"
"TRCP",0.983604726679127,"meta","exp"
"WFDP",0.877482574807468,"meta","exp"
"SERC",0.854192273334497,"meta","exp"
"TRCP",0.931511971081349,"meta","exp"
"WFDP",0.89585488775673,"meta","exp"
"SERC",0.831711223270092,"meta","exp"
"TRCP",0.95164689270337,"meta","exp"
"WFDP",0.866059240719472,"meta","exp"
"SERC",0.823268295068232,"meta","exp"
"TRCP",0.970554112735563,"meta","exp"
"WFDP",0.900456672111736,"meta","exp"
"SERC",0.794227539197407,"meta","exp"
"TRCP",0.947119442579965,"meta","exp"
"WFDP",0.885412544682391,"meta","exp"
"SERC",0.82124414332238,"meta","exp"
"TRCP",0.938090557406871,"meta","exp"
"WFDP",0.855657583565385,"meta","exp"
"SERC",0.814174610286926,"meta","exp"
"TRCP",0.938042985682084,"meta","exp"
"WFDP",0.869157173123936,"meta","exp"
"SERC",0.823001100090763,"meta","exp"
"TRCP",0.941979166384787,"meta","exp"
"WFDP",0.890659294949966,"meta","exp"
"SERC",0.815080821821633,"meta","exp"
"TRCP",0.950095945582587,"meta","exp"
"WFDP",0.89111263518881,"meta","exp"
"SERC",0.803773222533791,"meta","exp"
"TRCP",0.956916809125306,"meta","exp"
"WFDP",0.873625047375463,"meta","exp"
"SERC",0.814522782974305,"meta","exp"
"TRCP",0.928498676489154,"meta","exp"
"WFDP",0.927567654103342,"meta","exp"
"SERC",0.816645876539677,"meta","exp"
"TRCP",0.949181764965351,"meta","exp"
"WFDP",0.896649302567594,"meta","exp"
"SERC",0.821481973479294,"meta","exp"
"TRCP",0.968637300367521,"meta","exp"
"WFDP",0.89564637929763,"meta","exp"
"SERC",0.827285759450922,"meta","exp"
"TRCP",0.98538739278409,"meta","exp"
"WFDP",0.880047271119802,"meta","exp"
"SERC",0.813844685166816,"meta","exp"
"TRCP",0.943358995683235,"meta","exp"
"WFDP",0.893030801606111,"meta","exp"
"SERC",0.80585771782973,"meta","exp"
"TRCP",0.922849010263457,"meta","exp"
"WFDP",0.875348138267019,"meta","exp"
"SERC",0.791548665959854,"meta","exp"
"TRCP",0.992188152590254,"meta","exp"
"WFDP",0.916686038352694,"meta","exp"
"SERC",0.844868951216972,"meta","exp"
"TRCP",0.931062397451477,"meta","exp"
"WFDP",0.902039070724948,"meta","exp"
"SERC",0.77575211677015,"meta","exp"
"TRCP",0.961037022184034,"meta","exp"
"WFDP",0.867387052419333,"meta","exp"
"SERC",0.819111428361313,"meta","exp"
"TRCP",0.977038420576469,"meta","exp"
"WFDP",0.873084511742576,"meta","exp"
"SERC",0.814564766565455,"meta","exp"
"TRCP",0.885470571253529,"meta","exp"
"WFDP",0.857997611103207,"meta","exp"
"SERC",0.856901121175979,"meta","exp"
"TRCP",0.911661958747587,"meta","exp"
"WFDP",0.878057097589585,"meta","exp"
"SERC",0.821998641454113,"meta","exp"
"TRCP",0.950633042611697,"meta","exp"
"WFDP",0.913959277035365,"meta","exp"
"SERC",0.812389684479805,"meta","exp"
"TRCP",0.939788313488254,"meta","exp"
"WFDP",0.87055655494244,"meta","exp"
"SERC",0.818683496558297,"meta","exp"
"TRCP",0.952318403199927,"meta","exp"
"WFDP",0.881910461741917,"meta","exp"
"SERC",0.797236324337433,"meta","exp"
"TRCP",0.916476797260499,"meta","exp"
"WFDP",0.894644748067754,"meta","exp"
"SERC",0.81705237019117,"meta","exp"
"TRCP",0.915844548818381,"meta","exp"
"WFDP",0.898875635350539,"meta","exp"
"SERC",0.818229343562621,"meta","exp"
"TRCP",0.941519804820241,"meta","exp"
"WFDP",0.849178792474869,"meta","exp"
"SERC",0.803107497736433,"meta","exp"
"TRCP",1.00002019388806,"meta","exp"
"WFDP",0.869891540356131,"meta","exp"
"SERC",0.847808127961318,"meta","exp"
"TRCP",0.940363589872131,"meta","exp"
"WFDP",0.843596511037729,"meta","exp"
"SERC",0.786588642884136,"meta","exp"
"TRCP",0.928054225078399,"meta","exp"
"WFDP",0.927038014685621,"meta","exp"
"SERC",0.852136035989089,"meta","exp"
"TRCP",0.922964297806337,"meta","exp"
"WFDP",0.89438729367244,"meta","exp"
"SERC",0.788400743354424,"meta","exp"
"TRCP",0.990203984766449,"meta","exp"
"WFDP",0.857137317805612,"meta","exp"
"SERC",0.807125438412467,"meta","exp"
"TRCP",0.944857676607972,"meta","exp"
"WFDP",0.940435366671991,"meta","exp"
"SERC",0.820401772412519,"meta","exp"
"TRCP",0.952849275709502,"meta","exp"
"WFDP",0.85736149218216,"meta","exp"
"SERC",0.814118707741249,"meta","exp"
"TRCP",0.950542089948105,"meta","exp"
"WFDP",0.90240213516786,"meta","exp"
"SERC",0.804644777283043,"meta","exp"
"TRCP",0.920957534818046,"meta","exp"
"WFDP",0.879293315481171,"meta","exp"
"SERC",0.778647636902986,"meta","exp"
"TRCP",0.966536313796811,"meta","exp"
"WFDP",0.843441840063694,"meta","exp"
"SERC",0.806130561084028,"meta","exp"
"TRCP",0.900150688716293,"meta","exp"
"WFDP",0.900145478581031,"meta","exp"
"SERC",0.833128784387061,"meta","exp"
"TRCP",0.934444804117822,"meta","exp"
"WFDP",0.848383139533736,"meta","exp"
"SERC",0.82543996086154,"meta","exp"
"TRCP",0.955191389258609,"meta","exp"
"WFDP",0.873463013901063,"meta","exp"
"SERC",0.830451525080449,"meta","exp"
"TRCP",0.95174920240451,"meta","exp"
"WFDP",0.873887863448806,"meta","exp"
"SERC",0.819766410456235,"meta","exp"
"TRCP",0.976476663305773,"meta","exp"
"WFDP",0.846657589777272,"meta","exp"
"SERC",0.833278650171743,"meta","exp"
"TRCP",0.991673647808115,"meta","exp"
"WFDP",0.869314385841871,"meta","exp"
"SERC",0.860649739128719,"meta","exp"
"TRCP",0.938461838474097,"meta","exp"
"WFDP",0.883943197706624,"meta","exp"
"SERC",0.848647261278833,"meta","exp"
"TRCP",0.942770749265561,"meta","exp"
"WFDP",0.875770769031766,"meta","exp"
"SERC",0.809371579125537,"meta","exp"
"TRCP",0.913633489520721,"meta","exp"
"WFDP",0.85367833866827,"meta","exp"
"SERC",0.803961534068343,"meta","exp"
"TRCP",0.975615931633851,"meta","exp"
"WFDP",0.865221272275848,"meta","exp"
"SERC",0.804401391695037,"meta","exp"
"TRCP",0.933746143702906,"meta","exp"
"WFDP",0.87790029474853,"meta","exp"
"SERC",0.778268615373326,"meta","exp"
"TRCP",0.927570150411539,"meta","exp"
"WFDP",0.859112857480141,"meta","exp"
"SERC",0.803906711038912,"meta","exp"
"TRCP",0.90358367374931,"meta","exp"
"WFDP",0.926888135411156,"meta","exp"
"SERC",0.835315002895746,"meta","exp"
"TRCP",0.993513082470001,"meta","exp"
"WFDP",0.893265531458535,"meta","exp"
"SERC",0.807591061964037,"meta","exp"
"TRCP",0.899120575736641,"meta","exp"
"WFDP",0.889946462251003,"meta","exp"
"SERC",0.823746741254607,"meta","exp"
"TRCP",0.947867928372664,"meta","exp"
"WFDP",0.863763336967468,"meta","exp"
"SERC",0.854517676771574,"meta","exp"
"TRCP",0.973047758943229,"meta","exp"
"WFDP",0.848556764422374,"meta","exp"
"SERC",0.816468694713318,"meta","exp"
"TRCP",0.950019210343775,"meta","exp"
"WFDP",0.898838967791724,"meta","exp"
"SERC",0.780806453892986,"meta","exp"
"TRCP",0.934738286452175,"meta","exp"
"WFDP",0.887068177931399,"meta","exp"
"SERC",0.806320135221632,"meta","exp"
"TRCP",0.951083193068005,"meta","exp"
"WFDP",0.872066220213604,"meta","exp"
"SERC",0.817863615948112,"meta","exp"
"TRCP",0.934328061904977,"meta","exp"
"WFDP",0.873596911336499,"meta","exp"
"SERC",0.793125781298297,"meta","exp"
"TRCP",0.945613558868563,"meta","exp"
"WFDP",0.892732362443703,"meta","exp"
"SERC",0.807434336684795,"meta","exp"
"TRCP",0.978914585816643,"meta","exp"
"WFDP",0.859470824556507,"meta","exp"
"SERC",0.819686499486235,"meta","exp"
"TRCP",0.932871482323405,"meta","exp"
"WFDP",0.883329049258745,"meta","exp"
"SERC",0.818908240507698,"meta","exp"
"TRCP",0.946144438364066,"meta","exp"
"WFDP",0.90558604645017,"meta","exp"
"SERC",0.821221492083957,"meta","exp"
"TRCP",0.967551681395,"meta","exp"
"WFDP",0.874099208733259,"meta","exp"
"SERC",0.809616912256403,"meta","exp"
"TRCP",0.924126030742329,"meta","exp"
"WFDP",0.877753510510214,"meta","exp"
"SERC",0.82382714102928,"meta","exp"
"TRCP",0.892104885691943,"meta","exp"
"WFDP",0.902748102285448,"meta","exp"
"SERC",0.82605605476756,"meta","exp"
"TRCP",0.932007604243802,"meta","exp"
"WFDP",0.904641867643658,"meta","exp"
"SERC",0.812140631268259,"meta","exp"
"TRCP",0.978714765720854,"meta","exp"
"WFDP",0.876955146541657,"meta","exp"
"SERC",0.831379009089206,"meta","exp"
"TRCP",0.950473349564646,"meta","exp"
"WFDP",0.857137480311177,"meta","exp"
"SERC",0.799487201951159,"meta","exp"
"TRCP",0.913695447696239,"meta","exp"
"WFDP",0.885992085082186,"meta","exp"
"SERC",0.822027278204864,"meta","exp"
"TRCP",0.948373484604421,"meta","exp"
"WFDP",0.850449226720649,"meta","exp"
"SERC",0.850525652456084,"meta","exp"
"TRCP",0.920196806044653,"meta","exp"
"WFDP",0.863194219115888,"meta","exp"
"SERC",0.787491358578843,"meta","exp"
"TRCP",0.9364217861,"meta","exp"
"WFDP",0.872039584410185,"meta","exp"
"SERC",0.813690021918792,"meta","exp"
"TRCP",0.952019329119887,"meta","exp"
"WFDP",0.866425425298763,"meta","exp"
"SERC",0.842957427679788,"meta","exp"
"TRCP",0.934701666617481,"meta","exp"
"WFDP",0.853493733672403,"meta","exp"
"SERC",0.799482360049936,"meta","exp"
"TRCP",0.943093693968028,"meta","exp"
"WFDP",0.885065042420204,"meta","exp"
"SERC",0.843858785021683,"meta","exp"
"TRCP",0.999999180598501,"meta","exp"
"WFDP",0.905760271910445,"meta","exp"
"SERC",0.826128989618628,"meta","exp"
"TRCP",0.94223479604574,"meta","exp"
"WFDP",0.837829581555764,"meta","exp"
"SERC",0.826550862820078,"meta","exp"
"TRCP",0.950941342191901,"meta","exp"
"WFDP",0.879880584896692,"meta","exp"
"SERC",0.843629137683476,"meta","exp"
"TRCP",0.932992374986347,"meta","exp"
"WFDP",0.872508584643354,"meta","exp"
"SERC",0.824460085508756,"meta","exp"
"TRCP",0.922807784936506,"meta","exp"
"WFDP",0.865157856428224,"meta","exp"
"SERC",0.839764786033679,"meta","exp"
"TRCP",0.910345654015704,"meta","exp"
"WFDP",0.847163953768674,"meta","exp"
"SERC",0.789214465770341,"meta","exp"
"TRCP",0.928174388134964,"meta","exp"
"WFDP",0.881239762480945,"meta","exp"
"SERC",0.811105097749934,"meta","exp"
"TRCP",0.952585067668874,"meta","exp"
"WFDP",0.87058312009116,"meta","exp"
"SERC",0.815037923143489,"meta","exp"
"TRCP",0.918430659773622,"meta","exp"
"WFDP",0.879761479260162,"meta","exp"
"SERC",0.843854342138065,"meta","exp"
"TRCP",0.942499333604531,"meta","exp"
"WFDP",0.863857709870527,"meta","exp"
"SERC",0.830234038860982,"meta","exp"
"TRCP",0.957272692851385,"meta","exp"
"WFDP",0.854639245324811,"meta","exp"
"SERC",0.787715947214625,"meta","exp"
"TRCP",0.94308307700815,"meta","exp"
"WFDP",0.917499440648062,"meta","exp"
"SERC",0.813838965449444,"meta","exp"
"TRCP",0.93154964840965,"meta","exp"
"WFDP",0.879956447388044,"meta","exp"
"SERC",0.84939463883163,"meta","exp"
"TRCP",0.9603244740992,"meta","exp"
"WFDP",0.856290374882844,"meta","exp"
"SERC",0.80758333157635,"meta","exp"
"TRCP",0.949340300411379,"meta","exp"
"WFDP",0.88740179307001,"meta","exp"
"SERC",0.835588266058758,"meta","exp"
"TRCP",0.954883641201612,"meta","exp"
"WFDP",0.898843426921644,"meta","exp"
"SERC",0.793514837433904,"meta","exp"
"TRCP",0.963006738914901,"meta","exp"
"WFDP",0.854383167726127,"meta","exp"
"SERC",0.816638356068388,"meta","exp"
"TRCP",0.904668695425914,"meta","exp"
"WFDP",0.893684834184007,"meta","exp"
"SERC",0.846282370486633,"meta","exp"
"TRCP",0.933605808596678,"meta","exp"
"WFDP",0.884079588230457,"meta","exp"
"SERC",0.826085004543845,"meta","exp"
"TRCP",1.00142893553314,"meta","exp"
"WFDP",0.871046779134949,"meta","exp"
"SERC",0.791377188068689,"meta","exp"
"TRCP",0.915130453258278,"meta","exp"
"WFDP",0.898569147667532,"meta","exp"
"SERC",0.847380749884975,"meta","exp"
"TRCP",0.899513497367096,"meta","exp"
"WFDP",0.835595184860011,"meta","exp"
"SERC",0.852905707461582,"meta","exp"
"TRCP",0.948837860963676,"meta","exp"
"WFDP",0.878784227071516,"meta","exp"
"SERC",0.80304287095018,"meta","exp"
"TRCP",0.923850351832929,"meta","exp"
"WFDP",0.879725341379606,"meta","exp"
"SERC",0.850062471804755,"meta","exp"
"TRCP",0.929970288871301,"meta","exp"
"WFDP",0.884901315896138,"meta","exp"
"SERC",0.839582215038475,"meta","exp"
"TRCP",0.961764657433906,"meta","exp"
"WFDP",0.856865303473195,"meta","exp"
"SERC",0.810014521835731,"meta","exp"
"TRCP",0.915849758852018,"meta","exp"
"WFDP",0.872738424459236,"meta","exp"
"SERC",0.761179881303579,"meta","exp"
"TRCP",0.94308571282854,"meta","exp"
"WFDP",0.82790169611689,"meta","exp"
"SERC",0.812777305135601,"meta","exp"
"TRCP",0.943175767728151,"meta","exp"
"WFDP",0.876999567569095,"meta","exp"
"SERC",0.849636844114348,"meta","exp"
"TRCP",0.928051394456633,"meta","exp"
"WFDP",0.891171351718092,"meta","exp"
"SERC",0.869292041245148,"meta","exp"
"TRCP",0.973054172573907,"meta","exp"
"WFDP",0.883650911838078,"meta","exp"
"SERC",0.825413487840604,"meta","exp"
"TRCP",0.976931052143993,"meta","exp"
"WFDP",0.854453754761866,"meta","exp"
"SERC",0.819892379821017,"meta","exp"
"TRCP",0.92942397064607,"meta","exp"
"WFDP",0.883844866589827,"meta","exp"
"SERC",0.835578498590667,"meta","exp"
"TRCP",0.963195700021091,"meta","exp"
"WFDP",0.881985091045494,"meta","exp"
"SERC",0.825978262375931,"meta","exp"
"TRCP",0.978991116255338,"meta","exp"
"WFDP",0.850355699573766,"meta","exp"
"SERC",0.783222390982006,"meta","exp"
"TRCP",0.934050313016974,"meta","exp"
"WFDP",0.905064527397139,"meta","exp"
"SERC",0.799569461974131,"meta","exp"
"TRCP",0.949036441329325,"meta","exp"
"WFDP",0.857418805307466,"meta","exp"
"SERC",0.819659756381878,"meta","exp"
"TRCP",0.903681184877256,"meta","exp"
"WFDP",0.880156404161644,"meta","exp"
"SERC",0.804225457529919,"meta","exp"
"TRCP",0.961233716781813,"meta","exp"
"WFDP",0.894228760469996,"meta","exp"
"SERC",0.856025142811076,"meta","exp"
"TRCP",0.962395371845608,"meta","exp"
"WFDP",0.884368818498937,"meta","exp"
"SERC",0.812842880434598,"meta","exp"
"TRCP",0.944485408458288,"meta","exp"
"WFDP",0.889676961233012,"meta","exp"
"SERC",0.791649253906015,"meta","exp"
"TRCP",0.901412178885516,"meta","exp"
"WFDP",0.856453838197681,"meta","exp"
"SERC",0.831868862621318,"meta","exp"
"TRCP",0.998473777135326,"meta","exp"
"WFDP",0.860368264952473,"meta","exp"
"SERC",0.792940311187353,"meta","exp"
"TRCP",0.936354211830043,"meta","exp"
"WFDP",0.880743279420688,"meta","exp"
"SERC",0.767036457577066,"meta","exp"
"TRCP",0.976041538329012,"meta","exp"
"WFDP",0.898568103508511,"meta","exp"
"SERC",0.850156415611996,"meta","exp"
"TRCP",0.970262971422081,"meta","exp"
"WFDP",0.894408758882324,"meta","exp"
"SERC",0.820969397739753,"meta","exp"
"TRCP",0.947723231777797,"meta","exp"
"WFDP",0.873030805689856,"meta","exp"
"SERC",0.786100384569018,"meta","exp"
"TRCP",0.943725277010324,"meta","exp"
"WFDP",0.905200470592266,"meta","exp"
"SERC",0.819657686022476,"meta","exp"
"TRCP",0.963592059500663,"meta","exp"
"WFDP",0.861233085951421,"meta","exp"
"SERC",0.797598200362532,"meta","exp"
"TRCP",0.96359330949246,"meta","exp"
"WFDP",0.856648531780339,"meta","exp"
"SERC",0.833277856403952,"meta","exp"
"TRCP",0.923698433700377,"meta","exp"
"WFDP",0.85679337651625,"meta","exp"
"SERC",0.812085000437043,"meta","exp"
"TRCP",0.946706711028599,"meta","exp"
"WFDP",0.857570144731584,"meta","exp"
"SERC",0.82576626336734,"meta","exp"
"TRCP",0.970332255119877,"meta","exp"
"WFDP",0.879638619294443,"meta","exp"
"SERC",0.81586470835556,"meta","exp"
"TRCP",0.915391878965371,"meta","exp"
"WFDP",0.859274342798773,"meta","exp"
"SERC",0.787138022959582,"meta","exp"
"TRCP",0.933540764637198,"meta","exp"
"WFDP",0.881818453214263,"meta","exp"
"SERC",0.855826944624318,"meta","exp"
"TRCP",0.956076554094865,"meta","exp"
"WFDP",0.849541258172657,"meta","exp"
"SERC",0.767571257466921,"meta","exp"
"TRCP",0.952293281734062,"meta","exp"
"WFDP",0.891158886557654,"meta","exp"
"SERC",0.836426183871442,"meta","exp"
"TRCP",0.968769427973142,"meta","exp"
"WFDP",0.896069577164222,"meta","exp"
"SERC",0.775769454086917,"meta","exp"
"TRCP",0.943265463390854,"meta","exp"
"WFDP",0.860544851179972,"meta","exp"
"SERC",0.818224738943803,"meta","exp"
"TRCP",0.934740329679285,"meta","exp"
"WFDP",0.873706406195592,"meta","exp"
"SERC",0.83663605631256,"meta","exp"
"TRCP",0.942397915901709,"meta","exp"
"WFDP",0.857070923524991,"meta","exp"
"SERC",0.826292509068306,"meta","exp"
"TRCP",0.968357401607321,"meta","exp"
"WFDP",0.851811420992077,"meta","exp"
"SERC",0.844770994115861,"meta","exp"
"TRCP",0.952380919713025,"meta","exp"
"WFDP",0.883297570946484,"meta","exp"
"SERC",0.830144998477251,"meta","exp"
"TRCP",0.91616962096061,"meta","exp"
"WFDP",0.893511412576032,"meta","exp"
"SERC",0.829174473853307,"meta","exp"
"TRCP",0.961284154623211,"meta","exp"
"WFDP",0.909024266457299,"meta","exp"
"SERC",0.813058176392672,"meta","exp"
"TRCP",0.909721110006828,"meta","exp"
"WFDP",0.891890873178576,"meta","exp"
"SERC",0.841831568710764,"meta","exp"
"TRCP",0.964042339960381,"meta","exp"
"WFDP",0.894488188193663,"meta","exp"
"SERC",0.850890402516683,"meta","exp"
"TRCP",0.942161610858706,"meta","exp"
"WFDP",0.827860679744963,"meta","exp"
"SERC",0.808480776701638,"meta","exp"
"TRCP",0.965355561962811,"meta","exp"
"WFDP",0.86916481051483,"meta","exp"
"SERC",0.790170163215611,"meta","exp"
"TRCP",0.97166057517631,"meta","exp"
"WFDP",0.854108349696116,"meta","exp"
"SERC",0.816607013321498,"meta","exp"
"TRCP",0.945542794329002,"meta","exp"
"WFDP",0.87088011657172,"meta","exp"
"SERC",0.790393841847532,"meta","exp"
"TRCP",0.958685162516151,"meta","exp"
"WFDP",0.891441724342311,"meta","exp"
"SERC",0.814330454213082,"meta","exp"
"TRCP",0.952223563287584,"meta","exp"
"WFDP",0.873440185760346,"meta","exp"
"SERC",0.802791203669994,"meta","exp"
"TRCP",0.968651006811327,"meta","exp"
"WFDP",0.879613050815068,"meta","exp"
"SERC",0.797925067242843,"meta","exp"
"TRCP",0.919035554757064,"meta","exp"
"WFDP",0.884877798485098,"meta","exp"
"SERC",0.789427292661242,"meta","exp"
"TRCP",0.958379295482401,"meta","exp"
"WFDP",0.852098430494995,"meta","exp"
"SERC",0.821651167991649,"meta","exp"
"TRCP",0.95166006573864,"meta","exp"
"WFDP",0.919315236812801,"meta","exp"
"SERC",0.81627550887242,"meta","exp"
"TRCP",0.917196006243279,"meta","exp"
"WFDP",0.844766911581327,"meta","exp"
"SERC",0.84328703862902,"meta","exp"
"TRCP",0.917026239638168,"meta","exp"
"WFDP",0.909967813143488,"meta","exp"
"SERC",0.787961876321634,"meta","exp"
"TRCP",0.994335272068432,"meta","exp"
"WFDP",0.912590089263031,"meta","exp"
"SERC",0.84705200636793,"meta","exp"
"TRCP",0.921690043896157,"meta","exp"
"WFDP",0.882224992649976,"meta","exp"
"SERC",0.836415714053567,"meta","exp"
"TRCP",0.924647743537132,"meta","exp"
"WFDP",0.897343126412681,"meta","exp"
"SERC",0.789123213801188,"meta","exp"
"TRCP",0.92045525748923,"meta","exp"
"WFDP",0.867223938581355,"meta","exp"
"SERC",0.806519351264688,"meta","exp"
"TRCP",0.886853493822552,"meta","exp"
"WFDP",0.882766892787484,"meta","exp"
"SERC",0.853516030991693,"meta","exp"
"TRCP",0.953162232030752,"meta","exp"
"WFDP",0.867785568139071,"meta","exp"
"SERC",0.832397097613377,"meta","exp"
"TRCP",0.939188728267305,"meta","exp"
"WFDP",0.84350482593734,"meta","exp"
"SERC",0.80816836962256,"meta","exp"
"TRCP",0.992114082738785,"meta","exp"
"WFDP",0.888771261206232,"meta","exp"
"SERC",0.830705160148948,"meta","exp"
"TRCP",0.977763128182737,"meta","exp"
"WFDP",0.871294458875432,"meta","exp"
"SERC",0.83413636635276,"meta","exp"
