"site","quadrat","trait","cwm"
"SERC","735","ChlorophyllContent",6.21117370892032
"SERC","735","LeafSize",3.62018045998832
"SERC","735","LWC",2.30104706337959
"SERC","735","SeedMassKEW",3.89510291796814
"SERC","735","SLA",5.55646752072709
"SERC","735","WoodDensity",0.279976901408451
"SERC","737","BarkThickness",1.02917948717949
"SERC","737","ChlorophyllContent",7.12423931623949
"SERC","737","LeafSize",3.48855482843025
"SERC","737","LWC",2.24872836819284
"SERC","737","SeedMassKEW",3.92877940091664
"SERC","737","SLA",5.60724287465328
"SERC","737","WoodDensity",0.301647692307692
"SERC","739","BarkThickness",1.07842307692308
"SERC","739","ChlorophyllContent",6.688794871795
"SERC","739","LeafSize",3.57263172333791
"SERC","739","LWC",2.24028661825465
"SERC","739","SeedMassKEW",4.30062159772306
"SERC","739","SLA",5.56681382914672
"SERC","739","WoodDensity",0.297633076923077
"SERC","751","BarkThickness",1.23091666666667
"SERC","751","ChlorophyllContent",3.84965000000008
"SERC","751","LeafSize",3.80405913913256
"SERC","751","LWC",2.28596874670002
"SERC","751","SeedMassKEW",4.14725011088635
"SERC","751","SLA",5.42705811666342
"SERC","751","WoodDensity",0.258505
"SERC","753","BarkThickness",1.22384722222222
"SERC","753","ChlorophyllContent",2.76870833333338
"SERC","753","LeafSize",3.79923142725854
"SERC","753","LWC",2.05423189423429
"SERC","753","SeedMassKEW",4.53673473285893
"SERC","753","SLA",5.4147714004159
"SERC","753","WoodDensity",0.274019166666667
"SERC","755","BarkThickness",1.08307317073171
"SERC","755","ChlorophyllContent",5.00902439024402
"SERC","755","LeafSize",3.6117129255745
"SERC","755","LWC",2.12648671422417
"SERC","755","SeedMassKEW",4.56905229205693
"SERC","755","SLA",5.52224792079376
"SERC","755","WoodDensity",0.296894634146341
"SERC","757","BarkThickness",1.07911764705882
"SERC","757","ChlorophyllContent",7.14922549019627
"SERC","757","LeafSize",3.51591912444347
"SERC","757","LWC",2.27268996831409
"SERC","757","SeedMassKEW",3.77830272009515
"SERC","757","SLA",5.58510773404233
"SERC","757","WoodDensity",0.284425294117647
"SERC","759","BarkThickness",1.08036666666667
"SERC","759","ChlorophyllContent",7.82614166666682
"SERC","759","LeafSize",3.5442894548572
"SERC","759","LWC",2.35646716633886
"SERC","759","SeedMassKEW",4.10563112047222
"SERC","759","SLA",5.56101843733499
"SERC","759","WoodDensity",0.2857655
"SERC","771","BarkThickness",1.13992156862745
"SERC","771","ChlorophyllContent",4.86748148148157
"SERC","771","LeafSize",3.69897367952745
"SERC","771","LWC",2.12352993213934
"SERC","771","SeedMassKEW",4.3246640072084
"SERC","771","SLA",5.52447509648768
"SERC","771","WoodDensity",0.287920392156863
"SERC","773","BarkThickness",1.13839393939394
"SERC","773","ChlorophyllContent",6.37942929292943
"SERC","773","LeafSize",3.60940882839152
"SERC","773","LWC",2.31724607359275
"SERC","773","SeedMassKEW",3.6675458417502
"SERC","773","SLA",5.55489713717488
"SERC","773","WoodDensity",0.272800909090909
"SERC","775","BarkThickness",1.24052
"SERC","775","ChlorophyllContent",6.27146666666676
"SERC","775","LeafSize",3.75200190733516
"SERC","775","LWC",2.51703486645243
"SERC","775","SeedMassKEW",4.24144414465982
"SERC","775","SLA",5.49620182565686
"SERC","775","WoodDensity",0.2469404
"SERC","777","BarkThickness",1.1988380952381
"SERC","777","ChlorophyllContent",5.11270476190486
"SERC","777","LeafSize",3.7860160144694
"SERC","777","LWC",2.29822684436301
"SERC","777","SeedMassKEW",4.50443867624208
"SERC","777","SLA",5.4867169961399
"SERC","777","WoodDensity",0.268094857142857
"SERC","779","BarkThickness",1.12616931216931
"SERC","779","ChlorophyllContent",7.73718518518527
"SERC","779","LeafSize",3.52907252920641
"SERC","779","LWC",2.50018865807058
"SERC","779","SeedMassKEW",4.55758330977016
"SERC","779","SLA",5.55094286038029
"SERC","779","WoodDensity",0.275668888888889
"SERC","791","BarkThickness",1.31838034188034
"SERC","791","ChlorophyllContent",2.54105982905985
"SERC","791","LeafSize",3.98750781076281
"SERC","791","LWC",2.27714249555651
"SERC","791","SeedMassKEW",4.6779240623639
"SERC","791","SLA",5.40592842536223
"SERC","791","WoodDensity",0.252225934065934
"SERC","793","BarkThickness",1.06112820512821
"SERC","793","ChlorophyllContent",8.11428205128218
"SERC","793","LeafSize",3.48301317782299
"SERC","793","LWC",2.41657009226522
"SERC","793","SeedMassKEW",4.06296328514802
"SERC","793","SLA",5.60140724415631
"SERC","793","WoodDensity",0.294222051282051
"SERC","795","BarkThickness",1.14361538461538
"SERC","795","ChlorophyllContent",5.24182051282062
"SERC","795","LeafSize",3.66765881906897
"SERC","795","LWC",2.14036824553808
"SERC","795","SeedMassKEW",4.31902422315378
"SERC","795","SLA",5.49772179211827
"SERC","795","WoodDensity",0.284271153846154
"SERC","797","BarkThickness",1.08465384615385
"SERC","797","ChlorophyllContent",6.06089743589756
"SERC","797","LeafSize",3.56326373691501
"SERC","797","LWC",2.12250763588433
"SERC","797","SeedMassKEW",4.49687301656056
"SERC","797","SLA",5.53490528653299
"SERC","797","WoodDensity",0.296436153846154
"SERC","799","BarkThickness",1.12326136363636
"SERC","799","ChlorophyllContent",7.11739015151527
"SERC","799","LeafSize",3.60618356214382
"SERC","799","LWC",2.44882424511751
"SERC","799","SeedMassKEW",4.03833142583678
"SERC","799","SLA",5.56831582790139
"SERC","799","WoodDensity",0.27307125
"SERC","811","BarkThickness",1.09441509433962
"SERC","811","ChlorophyllContent",8.29987421383664
"SERC","811","LeafSize",3.53434821748602
"SERC","811","LWC",2.49987392313877
"SERC","811","SeedMassKEW",3.85674299819939
"SERC","811","SLA",5.63213321585316
"SERC","811","WoodDensity",0.286587924528302
"SERC","813","BarkThickness",1.1760701754386
"SERC","813","ChlorophyllContent",2.84938011695911
"SERC","813","LeafSize",3.81764632074185
"SERC","813","LWC",2.0042635933094
"SERC","813","SeedMassKEW",4.9646918899706
"SERC","813","SLA",5.48871344361641
"SERC","813","WoodDensity",0.296050877192982
"SERC","815","BarkThickness",1.17218181818182
"SERC","815","ChlorophyllContent",4.31456277056282
"SERC","815","LeafSize",3.76241958392212
"SERC","815","LWC",2.14488563047988
"SERC","815","SeedMassKEW",4.72873432818021
"SERC","815","SLA",5.50050491995236
"SERC","815","WoodDensity",0.292722337662338
"SERC","817","BarkThickness",1.10373333333333
"SERC","817","ChlorophyllContent",4.66465555555565
"SERC","817","LeafSize",3.67313320629253
"SERC","817","LWC",2.10255394934356
"SERC","817","SeedMassKEW",4.51250168725761
"SERC","817","SLA",5.54042498381013
"SERC","817","WoodDensity",0.300053333333333
"SERC","819","BarkThickness",1.24254545454545
"SERC","819","ChlorophyllContent",2.42336969696973
"SERC","819","LeafSize",3.86704761286025
"SERC","819","LWC",1.9833599370443
"SERC","819","SeedMassKEW",4.71364007422637
"SERC","819","SLA",5.40760885072765
"SERC","819","WoodDensity",0.274248727272727
"SERC","831","BarkThickness",1.13966666666667
"SERC","831","ChlorophyllContent",5.05895555555568
"SERC","831","LeafSize",3.65188412968559
"SERC","831","LWC",2.14487166216092
"SERC","831","SeedMassKEW",4.16182827388586
"SERC","831","SLA",5.52783439228569
"SERC","831","WoodDensity",0.282961333333333
"SERC","833","BarkThickness",1.18074213836478
"SERC","833","ChlorophyllContent",3.82269182389947
"SERC","833","LeafSize",3.74428170160527
"SERC","833","LWC",2.07162655334506
"SERC","833","SeedMassKEW",4.20249432366503
"SERC","833","SLA",5.45650405462006
"SERC","833","WoodDensity",0.274371698113208
"SERC","835","BarkThickness",1.12484444444444
"SERC","835","ChlorophyllContent",4.21274074074084
"SERC","835","LeafSize",3.67808535472646
"SERC","835","LWC",2.03820062320241
"SERC","835","SeedMassKEW",4.39343440192479
"SERC","835","SLA",5.51510344280461
"SERC","835","WoodDensity",0.293285777777778
"SERC","837","BarkThickness",1.10443636363636
"SERC","837","ChlorophyllContent",4.85340606060613
"SERC","837","LeafSize",3.67257406445477
"SERC","837","LWC",1.99732397912979
"SERC","837","SeedMassKEW",4.79793633609344
"SERC","837","SLA",5.48186221534358
"SERC","837","WoodDensity",0.305294909090909
"SERC","839","BarkThickness",1.1977619047619
"SERC","839","ChlorophyllContent",1.80895238095243
"SERC","839","LeafSize",3.84096471230683
"SERC","839","LWC",1.90857805403391
"SERC","839","SeedMassKEW",4.81800935605903
"SERC","839","SLA",5.42534766116662
"SERC","839","WoodDensity",0.283641904761905
"SERC","851","BarkThickness",1.20570833333333
"SERC","851","ChlorophyllContent",4.2132500000001
"SERC","851","LeafSize",3.76057301025857
"SERC","851","LWC",2.1763252253382
"SERC","851","SeedMassKEW",4.38767185918906
"SERC","851","SLA",5.48323402122916
"SERC","851","WoodDensity",0.267698333333333
"SERC","853","BarkThickness",1.147125
"SERC","853","ChlorophyllContent",4.48469444444456
"SERC","853","LeafSize",3.6897207558914
"SERC","853","LWC",2.13752464258118
"SERC","853","SeedMassKEW",4.26527261802461
"SERC","853","SLA",5.50925233755513
"SERC","853","WoodDensity",0.280325
"SERC","855","BarkThickness",1.2054693877551
"SERC","855","ChlorophyllContent",2.98601360544222
"SERC","855","LeafSize",3.81279860706768
"SERC","855","LWC",2.01243900333803
"SERC","855","SeedMassKEW",4.6415653693461
"SERC","855","SLA",5.43377871657722
"SERC","855","WoodDensity",0.279744897959184
"SERC","857","BarkThickness",1.08166666666667
"SERC","857","ChlorophyllContent",4.2132500000001
"SERC","857","LeafSize",3.64231788949281
"SERC","857","LWC",1.96963601314697
"SERC","857","SeedMassKEW",4.52470921453264
"SERC","857","SLA",5.53044308912538
"SERC","857","WoodDensity",0.306382916666667
"SERC","859","BarkThickness",1.18119551282051
"SERC","859","ChlorophyllContent",0.974051282051308
"SERC","859","LeafSize",3.84750922183533
"SERC","859","LWC",1.72085661865804
"SERC","859","SeedMassKEW",5.10450877827315
"SERC","859","SLA",5.41979296818309
"SERC","859","WoodDensity",0.29964521978022
"SERC","871","BarkThickness",1.19274285714286
"SERC","871","ChlorophyllContent",4.32053333333343
"SERC","871","LeafSize",3.75148571058891
"SERC","871","LWC",2.16375625977489
"SERC","871","SeedMassKEW",4.54117265481067
"SERC","871","SLA",5.4808961098391
"SERC","871","WoodDensity",0.272453142857143
"SERC","873","BarkThickness",1.27708571428571
"SERC","873","ChlorophyllContent",2.5325333333334
"SERC","873","LeafSize",3.86796163395805
"SERC","873","LWC",2.06263704171854
"SERC","873","SeedMassKEW",4.50745874242123
"SERC","873","SLA",5.42488579688038
"SERC","873","WoodDensity",0.259086285714286
"SERC","875","BarkThickness",1.28066666666667
"SERC","875","ChlorophyllContent",1.05522222222225
"SERC","875","LeafSize",3.93271622788986
"SERC","875","LWC",1.92456887340301
"SERC","875","SeedMassKEW",4.67198527834517
"SERC","875","SLA",5.39320706401142
"SERC","875","WoodDensity",0.266639166666667
"SERC","877","BarkThickness",1.1571
"SERC","877","ChlorophyllContent",3.9744333333334
"SERC","877","LeafSize",3.70849357434551
"SERC","877","LWC",1.99290527242346
"SERC","877","SeedMassKEW",4.24174507681891
"SERC","877","SLA",5.45505076955464
"SERC","877","WoodDensity",0.288833
"SERC","879","BarkThickness",1.18528205128205
"SERC","879","ChlorophyllContent",1.29873504273508
"SERC","879","LeafSize",3.83275787041305
"SERC","879","LWC",1.78887844738211
"SERC","879","SeedMassKEW",4.71192221343041
"SERC","879","SLA",5.42583019133894
"SERC","879","WoodDensity",0.29336358974359
"SERC","891","BarkThickness",1.17
"SERC","891","ChlorophyllContent",5.62243410852723
"SERC","891","LeafSize",3.74847864663183
"SERC","891","LWC",2.42810510189557
"SERC","891","SeedMassKEW",4.35643184030724
"SERC","891","SLA",5.54235014054051
"SERC","891","WoodDensity",0.267707906976744
"SERC","893","BarkThickness",1.25264
"SERC","893","ChlorophyllContent",1.51952000000004
"SERC","893","LeafSize",3.87657084662153
"SERC","893","LWC",1.91096430375054
"SERC","893","SeedMassKEW",4.45356757279679
"SERC","893","SLA",5.40673375107173
"SERC","893","WoodDensity",0.2717288
"SERC","895","BarkThickness",1.27020689655172
"SERC","895","LeafSize",3.99230523328612
"SERC","895","LWC",1.79700903213909
"SERC","895","SeedMassKEW",5.12151842098574
"SERC","895","SLA",5.35147189925685
"SERC","895","WoodDensity",0.275633793103448
"SERC","897","BarkThickness",1.13277272727273
"SERC","897","ChlorophyllContent",2.87787878787886
"SERC","897","LeafSize",3.75142602730834
"SERC","897","LWC",1.88156876365416
"SERC","897","SeedMassKEW",4.90254088497782
"SERC","897","SLA",5.47248457823444
"SERC","897","WoodDensity",0.299495454545455
"SERC","899","BarkThickness",1.17857894736842
"SERC","899","ChlorophyllContent",2.31329824561408
"SERC","899","LeafSize",3.80540332058043
"SERC","899","LWC",1.90377305934091
"SERC","899","SeedMassKEW",4.69454897376776
"SERC","899","SLA",5.46034123278061
"SERC","899","WoodDensity",0.293932631578947
"SERC","911","BarkThickness",1.11902631578947
"SERC","911","ChlorophyllContent",11.3135
"SERC","911","LeafSize",3.8818201674775
"SERC","911","LWC",3.58948423928886
"SERC","911","SeedMassKEW",3.92920312700712
"SERC","911","SLA",5.67575147899888
"SERC","911","WoodDensity",0.239748157894737
"SERC","913","BarkThickness",0.994675675675676
"SERC","913","ChlorophyllContent",14.3859279279279
"SERC","913","LeafSize",3.70339855560664
"SERC","913","LWC",3.73872725839669
"SERC","913","SeedMassKEW",3.88425931442645
"SERC","913","SLA",5.79057993948044
"SERC","913","WoodDensity",0.269144864864865
"SERC","915","BarkThickness",1.06293939393939
"SERC","915","ChlorophyllContent",10.7295555555556
"SERC","915","LeafSize",3.56101724826066
"SERC","915","LWC",3.26623959286817
"SERC","915","SeedMassKEW",3.82928790838426
"SERC","915","SLA",5.64771658065038
"SERC","915","WoodDensity",0.257888787878788
"SERC","917","BarkThickness",1.02432432432432
"SERC","917","ChlorophyllContent",9.52545945945943
"SERC","917","LeafSize",3.65754297580491
"SERC","917","LWC",3.40909669044202
"SERC","917","SeedMassKEW",3.63755847972381
"SERC","917","SLA",5.29193379294641
"SERC","917","WoodDensity",0.228787837837838
"SERC","919","BarkThickness",0.859617021276596
"SERC","919","ChlorophyllContent",9.33869503546101
"SERC","919","LeafSize",3.1543296644613
"SERC","919","LWC",3.08764462411739
"SERC","919","SeedMassKEW",3.39997724279452
"SERC","919","SLA",4.74896886301378
"SERC","919","WoodDensity",0.202147659574468
"SERC","931","BarkThickness",1.1185
"SERC","931","ChlorophyllContent",10.3213055555556
"SERC","931","LeafSize",3.81655018635137
"SERC","931","LWC",3.43828756532346
"SERC","931","SeedMassKEW",4.06203585039422
"SERC","931","SLA",5.65599180547538
"SERC","931","WoodDensity",0.24287125
"SERC","933","BarkThickness",1.18492592592593
"SERC","933","ChlorophyllContent",6.58623456790124
"SERC","933","LeafSize",3.79254864943873
"SERC","933","LWC",2.83169245744507
"SERC","933","SeedMassKEW",3.79080058963233
"SERC","933","SLA",5.49520267925692
"SERC","933","WoodDensity",0.238847777777778
"SERC","935","BarkThickness",1.17293333333333
"SERC","935","ChlorophyllContent",7.3383555555556
"SERC","935","LeafSize",3.71873222520836
"SERC","935","LWC",2.84876936761988
"SERC","935","SeedMassKEW",3.35750212978568
"SERC","935","SLA",5.53567242973917
"SERC","935","WoodDensity",0.246579111111111
"SERC","937","BarkThickness",1.08680272108843
"SERC","937","ChlorophyllContent",9.25268934240361
"SERC","937","LeafSize",3.65917594261984
"SERC","937","LWC",3.36122929308774
"SERC","937","SeedMassKEW",3.89787243825518
"SERC","937","SLA",5.31080381421424
"SERC","937","WoodDensity",0.223639455782312
"SERC","939","BarkThickness",1.03245
"SERC","939","ChlorophyllContent",10.6827
"SERC","939","LeafSize",3.77099546009205
"SERC","939","LWC",3.5928878287695
"SERC","939","SeedMassKEW",3.93141144134575
"SERC","939","SLA",5.56992116829792
"SERC","939","WoodDensity",0.249296
"SERC","951","BarkThickness",1.29729411764706
"SERC","951","ChlorophyllContent",6.8896862745098
"SERC","951","LeafSize",3.84773019196966
"SERC","951","LWC",3.123325808224
"SERC","951","SeedMassKEW",3.28744761583576
"SERC","951","SLA",5.24115981637983
"SERC","951","WoodDensity",0.192432941176471
"SERC","953","BarkThickness",1.16859259259259
"SERC","953","ChlorophyllContent",8.04228395061735
"SERC","953","LeafSize",3.73162513107777
"SERC","953","LWC",2.8916875705353
"SERC","953","SeedMassKEW",3.57765478519196
"SERC","953","SLA",5.55447811644078
"SERC","953","WoodDensity",0.250897407407407
"SERC","955","BarkThickness",1.19944444444444
"SERC","955","ChlorophyllContent",9.33353240740744
"SERC","955","LeafSize",3.78910851663706
"SERC","955","LWC",3.16633795822435
"SERC","955","SeedMassKEW",4.0176956420534
"SERC","955","SLA",5.62091418492721
"SERC","955","WoodDensity",0.23941
"SERC","957","BarkThickness",1.38206896551724
"SERC","957","ChlorophyllContent",3.438
"SERC","957","LeafSize",3.94121673731651
"SERC","957","LWC",2.6306035210721
"SERC","957","SeedMassKEW",2.99988712282162
"SERC","957","SLA",5.34773800335591
"SERC","957","WoodDensity",0.205991724137931
"SERC","959","BarkThickness",1.08040816326531
"SERC","959","ChlorophyllContent",13.9869795918367
"SERC","959","LeafSize",3.41895510852793
"SERC","959","LWC",3.49730264871905
"SERC","959","SeedMassKEW",3.36690663144212
"SERC","959","SLA",5.59442476840787
"SERC","959","WoodDensity",0.226451428571429
"SERC","971","BarkThickness",1.24005405405405
"SERC","971","ChlorophyllContent",8.47338738738732
"SERC","971","LeafSize",3.86120050915629
"SERC","971","LWC",3.32340485605561
"SERC","971","SeedMassKEW",3.3588145956665
"SERC","971","SLA",5.51375218184938
"SERC","971","WoodDensity",0.223619459459459
"SERC","973","BarkThickness",1.16522222222222
"SERC","973","ChlorophyllContent",7.30016049382717
"SERC","973","LeafSize",3.84818847703394
"SERC","973","LWC",3.06885056576093
"SERC","973","SeedMassKEW",3.35470965138376
"SERC","973","SLA",5.50554659631054
"SERC","973","WoodDensity",0.249627777777778
"SERC","975","BarkThickness",1.17505714285714
"SERC","975","ChlorophyllContent",8.53179047619049
"SERC","975","LeafSize",3.85646728658285
"SERC","975","LWC",3.1820872578109
"SERC","975","SeedMassKEW",4.45339310204391
"SERC","975","SLA",5.62295774462138
"SERC","975","WoodDensity",0.25634
"SERC","977","BarkThickness",1.32275
"SERC","977","ChlorophyllContent",2.71387777777775
"SERC","977","LeafSize",4.07830481115518
"SERC","977","LWC",2.8393174056073
"SERC","977","SeedMassKEW",3.48744202386491
"SERC","977","SLA",5.36520905334676
"SERC","977","WoodDensity",0.210985666666667
"SERC","979","BarkThickness",1.2978085106383
"SERC","979","ChlorophyllContent",6.18801418439711
"SERC","979","LeafSize",3.86722335061959
"SERC","979","LWC",3.0929161783329
"SERC","979","SeedMassKEW",3.31780739458018
"SERC","979","SLA",5.44730088475352
"SERC","979","WoodDensity",0.208694468085106
"SERC","991","BarkThickness",1.1745641025641
"SERC","991","ChlorophyllContent",4.20117521367521
"SERC","991","LeafSize",3.88133800347885
"SERC","991","LWC",2.84902394346538
"SERC","991","SeedMassKEW",2.74559221582755
"SERC","991","SLA",5.33295013098064
"SERC","991","WoodDensity",0.264458717948717
"SERC","993","BarkThickness",1.11168253968254
"SERC","993","ChlorophyllContent",8.71861375661376
"SERC","993","LeafSize",3.89242464110337
"SERC","993","LWC",3.43658606067112
"SERC","993","SeedMassKEW",3.82122657347915
"SERC","993","SLA",5.57913198557017
"SERC","993","WoodDensity",0.270351111111111
"SERC","995","BarkThickness",1.09501598173516
"SERC","995","ChlorophyllContent",6.04791780821921
"SERC","995","LeafSize",3.77561653089841
"SERC","995","LWC",2.59236845059426
"SERC","995","SeedMassKEW",4.65796959978192
"SERC","995","SLA",5.56742957628095
"SERC","995","WoodDensity",0.290408375733855
"SERC","997","BarkThickness",1.13181578947368
"SERC","997","ChlorophyllContent",8.4338333333333
"SERC","997","LeafSize",3.92644252818888
"SERC","997","LWC",3.34554801862783
"SERC","997","SeedMassKEW",3.94162773792225
"SERC","997","SLA",5.59906996865812
"SERC","997","WoodDensity",0.246689736842105
"SERC","999","BarkThickness",1.18265384615385
"SERC","999","ChlorophyllContent",7.52632051282042
"SERC","999","LeafSize",4.04099696212042
"SERC","999","LWC",3.26615381016699
"SERC","999","SeedMassKEW",3.21478606139148
"SERC","999","SLA",5.51874412828438
"SERC","999","WoodDensity",0.235947307692308
"TRCP","1897","BarkThickness",0.769613378666667
"TRCP","1897","ChlorophyllContent",14.1266666666667
"TRCP","1897","LeafSize",4.24288867062376
"TRCP","1897","LWC",2.54833333333333
"TRCP","1897","SeedMassKEW",2.198067770063
"TRCP","1897","SLA",5.04241546353529
"TRCP","1897","WoodDensity",0.641155555555556
"TRCP","1898","BarkThickness",0.856834325315789
"TRCP","1898","ChlorophyllContent",14.4815789473684
"TRCP","1898","LeafSize",3.95173868921238
"TRCP","1898","LWC",2.56210526315789
"TRCP","1898","SeedMassKEW",2.46027819430603
"TRCP","1898","SLA",5.10045527646615
"TRCP","1898","WoodDensity",0.626126578947368
"TRCP","1899","BarkThickness",0.71121419716129
"TRCP","1899","ChlorophyllContent",15.4154838709677
"TRCP","1899","LeafSize",3.88039009512588
"TRCP","1899","LWC",2.74064516129032
"TRCP","1899","SeedMassKEW",1.81216066187976
"TRCP","1899","SLA",5.09434743509798
"TRCP","1899","WoodDensity",0.630435483870968
"TRCP","1900","BarkThickness",0.715327611916667
"TRCP","1900","ChlorophyllContent",14.9416666666667
"TRCP","1900","LeafSize",3.78198714950579
"TRCP","1900","LWC",2.58604166666667
"TRCP","1900","SeedMassKEW",0.862217878876721
"TRCP","1900","SLA",5.21169723190171
"TRCP","1900","WoodDensity",0.563139583333333
"TRCP","1901","BarkThickness",0.668311648642857
"TRCP","1901","ChlorophyllContent",15.6301785714286
"TRCP","1901","LeafSize",3.86010587498428
"TRCP","1901","LWC",3.01053571428571
"TRCP","1901","SeedMassKEW",0.908062625981458
"TRCP","1901","SLA",5.31075678785484
"TRCP","1901","WoodDensity",0.577323214285714
"TRCP","1902","BarkThickness",0.649995844846154
"TRCP","1902","ChlorophyllContent",14.6875384615385
"TRCP","1902","LeafSize",3.86642033107436
"TRCP","1902","LWC",3.12769230769231
"TRCP","1902","SeedMassKEW",1.02017690813902
"TRCP","1902","SLA",5.29556910938874
"TRCP","1902","WoodDensity",0.588615538461538
"TRCP","1903","BarkThickness",0.587038402172414
"TRCP","1903","ChlorophyllContent",15.2383620689655
"TRCP","1903","LeafSize",3.64749004041856
"TRCP","1903","LWC",3.3501724137931
"TRCP","1903","SeedMassKEW",0.62217586872577
"TRCP","1903","SLA",5.33763074749658
"TRCP","1903","WoodDensity",0.565315517241379
"TRCP","1904","BarkThickness",0.580109918756303
"TRCP","1904","ChlorophyllContent",15.1838655462185
"TRCP","1904","LeafSize",3.67388452417724
"TRCP","1904","LWC",3.39949579831933
"TRCP","1904","SeedMassKEW",0.467920767318134
"TRCP","1904","SLA",5.35577722711376
"TRCP","1904","WoodDensity",0.550531092436975
"TRCP","1905","BarkThickness",0.616832745212963
"TRCP","1905","ChlorophyllContent",15.7676851851852
"TRCP","1905","LeafSize",3.80588792678728
"TRCP","1905","LWC",3.50259259259259
"TRCP","1905","SeedMassKEW",0.568316397049335
"TRCP","1905","SLA",5.43395636833187
"TRCP","1905","WoodDensity",0.53834537037037
"TRCP","1906","BarkThickness",0.548557462418919
"TRCP","1906","ChlorophyllContent",15.9218243243243
"TRCP","1906","LeafSize",3.64594215609603
"TRCP","1906","LWC",3.46141891891892
"TRCP","1906","SeedMassKEW",0.419737638180281
"TRCP","1906","SLA",5.37989224528706
"TRCP","1906","WoodDensity",0.56675472972973
"TRCP","1907","BarkThickness",0.463447815012346
"TRCP","1907","ChlorophyllContent",16.2314197530864
"TRCP","1907","LeafSize",3.52822296017058
"TRCP","1907","LWC",3.42345679012346
"TRCP","1907","SeedMassKEW",-0.153517575473451
"TRCP","1907","SLA",5.36748169726078
"TRCP","1907","WoodDensity",0.600574691358025
"TRCP","1908","BarkThickness",0.512593165222222
"TRCP","1908","ChlorophyllContent",15.957380952381
"TRCP","1908","LeafSize",3.5741998785405
"TRCP","1908","LWC",3.44777777777778
"TRCP","1908","SeedMassKEW",0.176566655521673
"TRCP","1908","SLA",5.37779547958849
"TRCP","1908","WoodDensity",0.580015079365079
"TRCP","1909","BarkThickness",0.559779038354545
"TRCP","1909","ChlorophyllContent",15.3628181818182
"TRCP","1909","LeafSize",3.57596400801833
"TRCP","1909","LWC",3.317
"TRCP","1909","SeedMassKEW",0.401361289927726
"TRCP","1909","SLA",5.34492108029785
"TRCP","1909","WoodDensity",0.585841818181818
"TRCP","1910","BarkThickness",0.629244995941177
"TRCP","1910","ChlorophyllContent",14.9029411764706
"TRCP","1910","LeafSize",3.70316370195341
"TRCP","1910","LWC",3.22323529411765
"TRCP","1910","SeedMassKEW",0.633117610232712
"TRCP","1910","SLA",5.33918112449038
"TRCP","1910","WoodDensity",0.584917647058824
"TRCP","1911","BarkThickness",0.569708395790123
"TRCP","1911","ChlorophyllContent",15.2016049382716
"TRCP","1911","LeafSize",3.61012257243961
"TRCP","1911","LWC",3.34827160493827
"TRCP","1911","SeedMassKEW",0.506080885816481
"TRCP","1911","SLA",5.34794215374026
"TRCP","1911","WoodDensity",0.57340987654321
"TRCP","1912","BarkThickness",0.583511727967033
"TRCP","1912","ChlorophyllContent",15.2789010989011
"TRCP","1912","LeafSize",3.63192653688288
"TRCP","1912","LWC",3.2989010989011
"TRCP","1912","SeedMassKEW",0.604831110319932
"TRCP","1912","SLA",5.31566229525109
"TRCP","1912","WoodDensity",0.585869230769231
"TRCP","1913","BarkThickness",0.576953304896552
"TRCP","1913","ChlorophyllContent",15.3536781609195
"TRCP","1913","LeafSize",3.63663219323406
"TRCP","1913","LWC",3.31252873563218
"TRCP","1913","SeedMassKEW",0.532038507624885
"TRCP","1913","SLA",5.32849506711361
"TRCP","1913","WoodDensity",0.573929885057471
"TRCP","1914","BarkThickness",0.762480332964286
"TRCP","1914","ChlorophyllContent",15.0691071428571
"TRCP","1914","LeafSize",3.97245684886668
"TRCP","1914","LWC",3.095
"TRCP","1914","SeedMassKEW",0.883409544425641
"TRCP","1914","SLA",5.31742897231002
"TRCP","1914","WoodDensity",0.574026785714286
"TRCP","1915","BarkThickness",0.782274301367347
"TRCP","1915","ChlorophyllContent",14.0183673469388
"TRCP","1915","LeafSize",4.07605589684996
"TRCP","1915","LWC",2.67061224489796
"TRCP","1915","SeedMassKEW",1.4033920036018
"TRCP","1915","SLA",5.1565457742782
"TRCP","1915","WoodDensity",0.641351020408163
"TRCP","1916","BarkThickness",0.773849416411765
"TRCP","1916","ChlorophyllContent",14.0052941176471
"TRCP","1916","LeafSize",4.11078531021022
"TRCP","1916","LWC",2.71235294117647
"TRCP","1916","SeedMassKEW",1.50521967583059
"TRCP","1916","SLA",5.16705267710899
"TRCP","1916","WoodDensity",0.649988235294118
"TRCP","1917","BarkThickness",0.743756790926471
"TRCP","1917","ChlorophyllContent",13.5489705882353
"TRCP","1917","LeafSize",3.90506000707333
"TRCP","1917","LWC",2.88191176470588
"TRCP","1917","SeedMassKEW",0.820590556071533
"TRCP","1917","SLA",5.27032441177854
"TRCP","1917","WoodDensity",0.626341176470588
"TRCP","1997","BarkThickness",0.785189553111111
"TRCP","1997","ChlorophyllContent",14.515
"TRCP","1997","LeafSize",4.18432608417226
"TRCP","1997","LWC",2.55
"TRCP","1997","SeedMassKEW",2.36998291310959
"TRCP","1997","SLA",5.04555895205248
"TRCP","1997","WoodDensity",0.619705555555556
"TRCP","1998","BarkThickness",0.725575629666667
"TRCP","1998","ChlorophyllContent",15.0196666666667
"TRCP","1998","LeafSize",3.96450745966326
"TRCP","1998","LWC",2.86633333333333
"TRCP","1998","SeedMassKEW",1.9336881736692
